Order_ID,Product_Name,Category,Price,Quantity,Total_Sales,Customer_ID,Customer_Age,Customer_Gender,Purchase_Date,Purchase_Time,Age_Group,Year,Month,Month_Name,Quarter,Day_Name,Hour,Product_ID
OrderID10995,call,Toys,515.72,2,1031.44,ecb00c17-b140-414a-a92f-1688deacce13,32,Female,2024-04-26,22:09:00,31-45,2024,4,April,2,Friday,22,10995
OrderID10996,minute,Home & Garden,333.71,3,1001.13,9924a59c-2a86-48e4-a2a7-4ae89736562f,54,Female,2024-02-21,04:15:01,46-60,2024,2,February,1,Wednesday,4,10996
OrderID10997,until,Home & Garden,323.95,9,2915.55,83bbca7d-a7ae-446a-8c43-a69875379375,18,Male,2024-03-01,14:27:10,Under 18,2024,3,March,1,Friday,14,10997
OrderID10998,conference,Toys,355.02,2,710.04,00e3badf-6148-4e3f-9dd8-7e6f6dfd3652,35,Female,2024-05-11,15:24:26,31-45,2024,5,May,2,Saturday,15,10998
OrderID10999,goal,Electronics,422.25,3,1266.75,dd010144-312e-4447-8063-ed0e11e894ca,50,Male,2024-02-05,03:14:19,46-60,2024,2,February,1,Monday,3,10999
OrderID11000,mean,Books,809.93,6,4859.58,5e802f3c-e7b3-48e9-a19c-8a5e56a346c4,19,Female,2024-02-26,10:30:15,18-30,2024,2,February,1,Monday,10,11000
OrderID11001,improve,Clothing,767.76,2,1535.52,bc8cf6b4-7b2c-49fa-a18e-4178408a5d83,61,Female,2024-02-28,11:11:56,60+,2024,2,February,1,Wednesday,11,11001
OrderID11002,up,Electronics,888.27,4,3553.08,3c048d69-a2a4-427d-9354-d7c085da8877,35,Male,2024-03-06,19:19:49,31-45,2024,3,March,1,Wednesday,19,11002
OrderID11003,build,Books,752.88,1,752.88,e3c23e20-45d0-4fa7-b830-3ed18c8c3b49,55,Male,2024-04-29,17:20:19,46-60,2024,4,April,2,Monday,17,11003
OrderID11004,everybody,Home & Garden,567.13,9,5104.17,64f25fbe-4228-4d22-916f-ab354ebc97cf,24,Male,2024-01-18,10:47:20,18-30,2024,1,January,1,Thursday,10,11004
OrderID11005,follow,Books,320.96,3,962.88,32a63e49-acc2-422e-a23f-54515c04ab3c,66,Female,2024-01-03,03:29:46,60+,2024,1,January,1,Wednesday,3,11005
OrderID11006,walk,Clothing,176.79,9,1591.11,ee9591b2-deb0-4cc2-90a2-2b5978e8ba88,37,Male,2024-04-24,03:44:11,31-45,2024,4,April,2,Wednesday,3,11006
OrderID11007,letter,Books,118.57,3,355.71,0ac23aef-794a-4b35-80df-1f77aa8dde5c,24,Female,2024-05-05,01:09:19,18-30,2024,5,May,2,Sunday,1,11007
OrderID11008,away,Home & Garden,334.5,4,1338.0,be66b66e-7dbd-417f-8239-ed20438f5c4f,35,Male,2024-03-31,07:47:09,31-45,2024,3,March,1,Sunday,7,11008
OrderID11009,smile,Clothing,820.92,8,6567.36,41e9fefb-43f5-4f37-8f0e-7eef6505ff32,54,Male,2024-01-03,02:16:32,46-60,2024,1,January,1,Wednesday,2,11009
OrderID11010,since,Toys,968.75,9,8718.75,04c8e6df-ee9b-4565-b545-df3647244c35,61,Male,2024-05-12,21:45:17,60+,2024,5,May,2,Sunday,21,11010
OrderID11011,time,Clothing,370.08,1,370.08,a5d9fbea-1110-48ab-bd74-afca84355c5b,59,Female,2024-04-15,16:36:52,46-60,2024,4,April,2,Monday,16,11011
OrderID11012,local,Toys,591.95,3,1775.85,8eccdeec-1f41-4f0e-bd70-e70d6bf99332,28,Male,2024-05-17,06:36:59,18-30,2024,5,May,2,Friday,6,11012
OrderID11013,well,Toys,630.77,9,5676.93,0db66141-5bd0-48b3-8734-3a4d2c6e5e6b,55,Male,2024-03-02,03:06:26,46-60,2024,3,March,1,Saturday,3,11013
OrderID11014,speak,Electronics,869.51,5,4347.55,318a50d5-5839-41e9-a3aa-de6bcfda5ee7,29,Male,2024-05-19,02:25:34,18-30,2024,5,May,2,Sunday,2,11014
OrderID11015,catch,Books,804.29,8,6434.32,e32d421b-3e31-43f1-aa96-9cb19e3d576e,56,Female,2024-02-16,13:35:47,46-60,2024,2,February,1,Friday,13,11015
OrderID11016,us,Clothing,154.76,9,1392.84,36dd4978-ac5a-41e6-a774-7959ae0ee24e,46,Male,2024-05-27,21:22:16,46-60,2024,5,May,2,Monday,21,11016
OrderID11017,office,Books,940.66,1,940.66,bf1e7d11-45eb-476f-a342-a41f60c47967,56,Male,2024-02-28,13:00:57,46-60,2024,2,February,1,Wednesday,13,11017
OrderID11018,sit,Electronics,906.26,7,6343.82,b264b994-0402-47c7-ad0e-20ab2044f698,50,Female,2024-04-05,02:08:32,46-60,2024,4,April,2,Friday,2,11018
OrderID11019,to,Clothing,813.02,8,6504.16,f4ba2176-faf2-41a3-8b9d-515ec7926a7d,51,Male,2024-02-02,23:02:19,46-60,2024,2,February,1,Friday,23,11019
OrderID11020,thousand,Toys,875.08,3,2625.24,5ad1f18b-c7fc-4dcb-8133-cbc224421ba3,49,Female,2024-04-15,03:13:56,46-60,2024,4,April,2,Monday,3,11020
OrderID11021,particularly,Books,865.0,2,1730.0,6db47882-867d-4819-8bc6-f6449dcdeae3,30,Female,2024-01-09,08:31:36,18-30,2024,1,January,1,Tuesday,8,11021
OrderID11022,easy,Electronics,973.59,6,5841.54,40c6a003-d188-41c4-ad76-ddd7b979ae50,27,Male,2024-05-16,11:13:54,18-30,2024,5,May,2,Thursday,11,11022
OrderID11023,spend,Books,351.24,9,3161.16,79cdabe9-9096-49a4-b790-96914a947356,26,Male,2024-04-06,23:57:05,18-30,2024,4,April,2,Saturday,23,11023
OrderID11024,ball,Home & Garden,470.34,2,940.68,fa804f03-6257-4506-8bd7-a141daf108a5,31,Male,2024-02-04,22:54:35,31-45,2024,2,February,1,Sunday,22,11024
OrderID11025,movie,Electronics,102.77,6,616.62,b44b3eff-b908-4a6e-9412-bc122da9b5b5,55,Male,2024-01-17,18:48:45,46-60,2024,1,January,1,Wednesday,18,11025
OrderID11026,while,Home & Garden,864.26,10,8642.6,18be0b8e-8a9e-4909-b500-6a0ccbce5a9c,22,Female,2024-04-02,10:17:42,18-30,2024,4,April,2,Tuesday,10,11026
OrderID11027,machine,Home & Garden,258.24,5,1291.2,be754542-1a8c-44d1-92d9-d2b6c8ded7c1,66,Male,2024-05-24,03:42:46,60+,2024,5,May,2,Friday,3,11027
OrderID11028,current,Home & Garden,527.87,1,527.87,de7bec0c-f6cc-4795-ac0a-3138dd5b4238,20,Female,2024-05-09,05:46:44,18-30,2024,5,May,2,Thursday,5,11028
OrderID11029,ok,Clothing,798.61,9,7187.49,4a4a97a9-20bd-48a0-b1fd-d227a1b4ede5,61,Female,2024-02-20,22:03:11,60+,2024,2,February,1,Tuesday,22,11029
OrderID11030,sense,Electronics,846.21,8,6769.68,048fbbda-d170-48a6-88c0-a589c276a1d1,59,Female,2024-04-08,11:28:13,46-60,2024,4,April,2,Monday,11,11030
OrderID11031,discuss,Clothing,487.39,3,1462.17,f4cde7e0-5ef4-4f29-a4fb-95553341df47,29,Female,2024-03-14,18:07:26,18-30,2024,3,March,1,Thursday,18,11031
OrderID11032,general,Home & Garden,573.06,10,5730.6,81c9c6d2-461a-423e-b5f7-74b9510d1caf,36,Male,2024-02-07,09:52:39,31-45,2024,2,February,1,Wednesday,9,11032
OrderID11033,talk,Toys,380.25,6,2281.5,e375f96a-a9e5-475b-8a08-d464c775e5ff,50,Female,2024-02-27,08:04:30,46-60,2024,2,February,1,Tuesday,8,11033
OrderID11034,early,Books,836.08,2,1672.16,6fc754c7-9fe0-4b11-8c5c-c2623a870491,45,Male,2024-05-08,20:42:53,31-45,2024,5,May,2,Wednesday,20,11034
OrderID11035,ready,Electronics,393.23,5,1966.15,516cdd72-d2da-4ed1-a19a-ad8e70fbeb07,42,Female,2024-02-07,03:20:08,31-45,2024,2,February,1,Wednesday,3,11035
OrderID11036,protect,Toys,950.39,6,5702.34,c7a2fa4b-c444-4fd2-8bf6-2b729e53f6c8,32,Female,2024-02-13,13:49:03,31-45,2024,2,February,1,Tuesday,13,11036
OrderID11037,few,Clothing,800.16,9,7201.44,2f52a746-4142-4e2b-8f13-b03c7b55e22b,46,Female,2024-05-27,16:52:11,46-60,2024,5,May,2,Monday,16,11037
OrderID11038,democratic,Home & Garden,436.58,7,3056.06,c40d54b5-58db-430a-a9e2-6420c35f2005,41,Male,2024-03-19,19:47:50,31-45,2024,3,March,1,Tuesday,19,11038
OrderID11039,role,Home & Garden,182.43,7,1277.01,ef8b28ab-9518-4dcb-bc85-e4b69b9d96b1,24,Male,2024-03-10,06:59:50,18-30,2024,3,March,1,Sunday,6,11039
OrderID11040,view,Electronics,805.55,7,5638.85,29d6c214-9105-4b64-a391-a35d1d50c04c,56,Female,2024-04-19,21:56:08,46-60,2024,4,April,2,Friday,21,11040
OrderID11041,other,Clothing,805.95,10,8059.5,9e40b507-f6fd-4656-a7cb-af09f4ebb4bd,45,Male,2024-04-27,18:27:34,31-45,2024,4,April,2,Saturday,18,11041
OrderID11042,billion,Clothing,603.8,8,4830.4,b442be2e-aa11-46ea-ae88-add8aeed1441,54,Male,2024-05-06,06:31:28,46-60,2024,5,May,2,Monday,6,11042
OrderID11043,understand,Electronics,432.33,6,2593.98,47112d3b-a105-4f19-843f-2b009c01acd9,36,Male,2024-05-06,16:58:17,31-45,2024,5,May,2,Monday,16,11043
OrderID11044,instead,Toys,236.97,6,1421.82,8aa8a822-c494-4e20-a440-e7d2807bb785,21,Male,2024-01-07,19:34:15,18-30,2024,1,January,1,Sunday,19,11044
OrderID11045,serious,Electronics,711.96,1,711.96,0129e490-7ed1-4908-a2f6-f18ea41672a1,29,Male,2024-01-01,05:58:40,18-30,2024,1,January,1,Monday,5,11045
OrderID11046,fish,Home & Garden,694.23,7,4859.61,9dd6df44-21fe-4be9-86aa-f97df235aeff,61,Male,2024-01-10,17:56:38,60+,2024,1,January,1,Wednesday,17,11046
OrderID11047,idea,Books,791.15,4,3164.6,0d0277f7-5ba3-414b-a672-e69f3664aa21,27,Male,2024-03-15,15:01:05,18-30,2024,3,March,1,Friday,15,11047
OrderID11048,training,Electronics,314.66,9,2831.94,e0d01522-65cb-4b44-be2e-c8f5949e8f77,42,Female,2024-03-07,20:38:21,31-45,2024,3,March,1,Thursday,20,11048
OrderID11049,exactly,Toys,713.32,3,2139.96,5ceb6a6b-69f9-44f0-9d18-4d7c053d9703,20,Female,2024-03-28,02:55:55,18-30,2024,3,March,1,Thursday,2,11049
OrderID11050,prove,Electronics,560.35,7,3922.45,ad05424e-3a65-4485-b568-532f0fa1048a,67,Male,2024-01-12,20:37:26,60+,2024,1,January,1,Friday,20,11050
OrderID11051,onto,Toys,216.96,7,1518.72,77eba407-7d8c-42c9-980d-4465c5a63c74,46,Female,2024-02-10,17:41:48,46-60,2024,2,February,1,Saturday,17,11051
OrderID11052,ball,Books,775.87,9,6982.83,da9ffb19-5cbc-42c4-b0d1-3c599543ef9f,58,Female,2024-02-21,12:23:11,46-60,2024,2,February,1,Wednesday,12,11052
OrderID11053,probably,Home & Garden,640.56,10,6405.6,ef0c6261-277c-466d-b350-ec7a3b716ad0,61,Male,2024-01-02,19:10:43,60+,2024,1,January,1,Tuesday,19,11053
OrderID11054,for,Clothing,157.51,1,157.51,09744aac-2f89-43e3-aad8-ab3a48e4abb5,47,Female,2024-03-31,01:35:41,46-60,2024,3,March,1,Sunday,1,11054
OrderID11055,dream,Electronics,118.54,7,829.78,5eff59f2-7a5a-429f-9fa9-61f744e557b4,70,Male,2024-05-06,16:49:16,60+,2024,5,May,2,Monday,16,11055
OrderID11056,many,Electronics,144.46,5,722.3,9d557b45-e28e-427a-b238-d6d193d64f4c,66,Male,2024-01-25,20:47:23,60+,2024,1,January,1,Thursday,20,11056
OrderID11057,full,Books,524.66,7,3672.62,861e1845-0908-4f9d-be0b-334702db8883,57,Male,2024-02-25,17:11:06,46-60,2024,2,February,1,Sunday,17,11057
OrderID11058,remember,Clothing,126.08,3,378.24,5de1a622-043e-44fb-98b1-0c99c82e4ef6,44,Female,2024-03-22,03:01:31,31-45,2024,3,March,1,Friday,3,11058
OrderID11059,attorney,Home & Garden,371.23,1,371.23,bd073b71-e8ea-4627-81ed-d7aae87b3a3f,37,Male,2024-04-25,18:34:04,31-45,2024,4,April,2,Thursday,18,11059
OrderID11060,officer,Home & Garden,636.35,6,3818.1,aeabd66e-678d-4020-af26-56ab89065dc9,31,Male,2024-04-11,22:31:23,31-45,2024,4,April,2,Thursday,22,11060
OrderID11061,name,Home & Garden,397.02,8,3176.16,b758dc17-f3af-45df-bfba-794919d8c118,22,Male,2024-05-16,04:45:22,18-30,2024,5,May,2,Thursday,4,11061
OrderID11062,social,Toys,785.31,6,4711.86,149bbee2-825a-431b-a376-2bdbcc79d43a,20,Female,2024-01-27,18:20:01,18-30,2024,1,January,1,Saturday,18,11062
OrderID11063,expect,Clothing,423.62,2,847.24,e2c1fc2f-4a3a-4244-93cc-afc814a617e9,49,Female,2024-01-25,20:30:03,46-60,2024,1,January,1,Thursday,20,11063
OrderID11064,build,Toys,221.6,9,1994.4,517d5f57-b2ff-406b-9865-47a7f886a4f1,53,Male,2024-04-16,01:14:46,46-60,2024,4,April,2,Tuesday,1,11064
OrderID11065,assume,Home & Garden,358.81,1,358.81,cdb4118c-fc23-492c-9d88-b338a37b5aed,58,Female,2024-04-15,21:20:21,46-60,2024,4,April,2,Monday,21,11065
OrderID11066,information,Electronics,503.21,8,4025.68,9b920845-b3f8-4263-a020-0ac695181b82,68,Female,2024-05-17,18:23:00,60+,2024,5,May,2,Friday,18,11066
OrderID11067,argue,Clothing,282.33,3,846.99,e51121f0-2db4-4d73-a1d2-cb737d029aa2,38,Male,2024-01-01,15:17:43,31-45,2024,1,January,1,Monday,15,11067
OrderID11068,relationship,Toys,660.08,2,1320.16,a6afbade-e897-4d7b-844b-b5c914c0d0a4,61,Male,2024-01-01,21:26:13,60+,2024,1,January,1,Monday,21,11068
OrderID11069,south,Electronics,696.66,5,3483.3,672ebad0-d91f-4135-ad45-b6b7397cce9b,58,Female,2024-01-05,01:01:45,46-60,2024,1,January,1,Friday,1,11069
OrderID11070,stay,Toys,495.04,10,4950.4,af8f938b-7941-48e1-90ae-c9149bdc1e97,51,Female,2024-03-17,03:45:01,46-60,2024,3,March,1,Sunday,3,11070
OrderID11071,course,Books,179.45,4,717.8,4fe77783-c9be-427b-a0a9-a97e31cae9e3,47,Male,2024-01-28,10:19:58,46-60,2024,1,January,1,Sunday,10,11071
OrderID11072,heart,Home & Garden,716.92,9,6452.28,b37dde88-d0b5-40e0-a90f-7772cffc04c1,24,Male,2024-05-21,13:04:15,18-30,2024,5,May,2,Tuesday,13,11072
OrderID11073,production,Home & Garden,804.54,4,3218.16,801f3420-3ae7-4afa-bdbf-a9a58ee9f3fb,28,Female,2024-02-24,20:33:15,18-30,2024,2,February,1,Saturday,20,11073
OrderID11074,sing,Home & Garden,828.16,9,7453.44,8571ba23-0f2a-43cf-8da1-62b3ee5ca150,21,Male,2024-06-01,16:25:43,18-30,2024,6,June,2,Saturday,16,11074
OrderID11075,left,Electronics,763.08,9,6867.72,4800a15f-5d90-4d79-9677-1fed499e6e22,65,Female,2024-05-01,12:46:38,60+,2024,5,May,2,Wednesday,12,11075
OrderID11076,performance,Toys,669.02,8,5352.16,5e199fd3-ea2e-4d54-874a-a569294f71e1,37,Male,2024-05-05,00:55:34,31-45,2024,5,May,2,Sunday,0,11076
OrderID11077,contain,Toys,250.16,2,500.32,a91c1748-e749-4a34-bb58-279ddb9d3465,64,Male,2024-01-20,03:02:43,60+,2024,1,January,1,Saturday,3,11077
OrderID11078,page,Home & Garden,542.64,10,5426.4,ee1cca2a-0ae4-40cd-bc77-2da0eea29fda,54,Female,2024-03-19,06:54:20,46-60,2024,3,March,1,Tuesday,6,11078
OrderID11079,send,Home & Garden,939.3,10,9393.0,9d331e3d-5143-4a54-8de3-1364bd13a4ff,44,Female,2024-01-04,00:49:37,31-45,2024,1,January,1,Thursday,0,11079
OrderID11080,meet,Electronics,400.38,9,3603.42,73a6c3cd-7943-40ee-91b3-aa227d8c360c,40,Male,2024-05-05,11:24:53,31-45,2024,5,May,2,Sunday,11,11080
OrderID11081,crime,Clothing,468.55,3,1405.65,30e6b830-d054-421f-8e8c-b911b82790b7,40,Male,2024-02-26,13:23:10,31-45,2024,2,February,1,Monday,13,11081
OrderID11082,according,Home & Garden,915.57,7,6408.99,f1266873-fb52-4629-8b53-54eab4579053,29,Male,2024-03-05,04:32:45,18-30,2024,3,March,1,Tuesday,4,11082
OrderID11083,benefit,Books,822.87,5,4114.35,971367a3-6fa4-4e0f-9575-68d894e1373b,25,Male,2024-06-01,23:05:54,18-30,2024,6,June,2,Saturday,23,11083
OrderID11084,cell,Home & Garden,334.17,4,1336.68,98da2872-6369-4bf3-9a88-f96cc73ad719,24,Male,2024-01-13,15:31:42,18-30,2024,1,January,1,Saturday,15,11084
OrderID11085,great,Books,947.57,5,4737.85,6b8676b2-ebd4-48d6-a1ba-da40d46071b5,62,Male,2024-02-26,21:33:19,60+,2024,2,February,1,Monday,21,11085
OrderID11086,body,Books,207.3,2,414.6,6404ae21-fc2a-4430-bc72-823039b4f9c6,41,Female,2024-02-20,17:25:10,31-45,2024,2,February,1,Tuesday,17,11086
OrderID11087,dinner,Clothing,917.2,10,9172.0,c685cfea-494e-462b-bc27-eb4033843bd1,23,Male,2024-03-25,02:13:43,18-30,2024,3,March,1,Monday,2,11087
OrderID11088,drop,Books,482.91,2,965.82,65ad19da-8ac6-488e-ac31-f82716b47e34,42,Female,2024-01-05,03:00:09,31-45,2024,1,January,1,Friday,3,11088
OrderID11089,level,Toys,158.86,10,1588.6,f6a1fb24-2705-44c1-a758-21007b1dfe9e,34,Female,2024-02-12,03:15:53,31-45,2024,2,February,1,Monday,3,11089
OrderID11090,home,Books,672.22,3,2016.66,615ba003-4f77-4702-8439-6d621078a241,69,Female,2024-01-17,19:10:16,60+,2024,1,January,1,Wednesday,19,11090
OrderID11091,sell,Electronics,908.69,3,2726.07,f174222a-f569-4ae1-8923-925ff8c1dd55,55,Female,2024-03-22,22:50:10,46-60,2024,3,March,1,Friday,22,11091
OrderID11092,from,Clothing,415.84,4,1663.36,c9a7446d-2192-430e-8b5d-4183255b6d9c,27,Female,2024-05-06,21:30:27,18-30,2024,5,May,2,Monday,21,11092
OrderID11093,bring,Clothing,834.29,5,4171.45,d8c586fe-d3fd-4f51-95e3-068461657bea,26,Female,2024-02-15,21:53:07,18-30,2024,2,February,1,Thursday,21,11093
OrderID11094,billion,Clothing,780.94,4,3123.76,ee9b007c-4a4d-48fd-bf0f-bfdbe5b15aad,44,Female,2024-03-18,21:32:18,31-45,2024,3,March,1,Monday,21,11094
OrderID11095,create,Toys,530.75,2,1061.5,0210ae6c-b226-496c-8bdc-9d11d150a815,23,Male,2024-04-01,07:14:32,18-30,2024,4,April,2,Monday,7,11095
OrderID11096,compare,Books,409.94,3,1229.82,6b4ce8c4-7aca-46d4-94c1-e6b9e1144284,62,Female,2024-01-12,10:53:21,60+,2024,1,January,1,Friday,10,11096
OrderID11097,game,Toys,615.8,3,1847.4,d0aa0c08-3105-48c9-8c62-6ba00d6ef77f,33,Female,2024-05-14,19:17:42,31-45,2024,5,May,2,Tuesday,19,11097
OrderID11098,drug,Home & Garden,821.56,9,7394.04,b9c6c29d-38fe-4e0c-9eca-5e314c92cdf4,33,Male,2024-04-28,00:03:38,31-45,2024,4,April,2,Sunday,0,11098
OrderID11099,eye,Home & Garden,771.5,8,6172.0,61f2531a-415f-444c-8aef-cfc3f4b1f375,56,Male,2024-02-05,19:24:32,46-60,2024,2,February,1,Monday,19,11099
OrderID11100,budget,Home & Garden,807.02,7,5649.14,de993aaf-d9b3-49fb-bb5a-196a4c3e21ea,23,Female,2024-04-11,08:14:35,18-30,2024,4,April,2,Thursday,8,11100
OrderID11101,threat,Home & Garden,147.74,5,738.7,fc23423b-9e1a-41ef-9397-3a6f45c62d32,51,Female,2024-04-03,18:05:57,46-60,2024,4,April,2,Wednesday,18,11101
OrderID11102,we,Home & Garden,435.01,10,4350.1,cc51a376-1f43-4eda-9d91-135eab4ef888,44,Male,2024-03-23,05:46:18,31-45,2024,3,March,1,Saturday,5,11102
OrderID11103,those,Toys,770.67,4,3082.68,53560e57-0c54-4acd-83d2-a22ab35fb1ed,25,Male,2024-04-23,03:33:09,18-30,2024,4,April,2,Tuesday,3,11103
OrderID11104,consider,Electronics,439.09,7,3073.63,417de42a-c357-4a20-8647-d35445c12b22,34,Male,2024-01-14,18:14:07,31-45,2024,1,January,1,Sunday,18,11104
OrderID11105,push,Clothing,905.73,2,1811.46,9703c428-167a-4482-beaf-6f766729a1fa,62,Male,2024-03-17,21:23:46,60+,2024,3,March,1,Sunday,21,11105
OrderID11106,tend,Electronics,412.82,1,412.82,e4e553af-f6da-4f16-8db5-8ced1aeaacca,47,Female,2024-03-09,19:53:33,46-60,2024,3,March,1,Saturday,19,11106
OrderID11107,chair,Toys,988.72,9,8898.48,37c96dfd-e845-4f6e-9d01-1ab0de2b312f,65,Female,2024-04-19,10:56:04,60+,2024,4,April,2,Friday,10,11107
OrderID11108,thousand,Electronics,490.17,2,980.34,0f5d85eb-4ea3-443b-a749-15b2bb67fc22,47,Male,2024-01-30,18:55:36,46-60,2024,1,January,1,Tuesday,18,11108
OrderID11109,receive,Toys,316.99,3,950.97,01fe16d8-4217-4b92-bca1-2384410c398a,30,Male,2024-01-04,03:35:45,18-30,2024,1,January,1,Thursday,3,11109
OrderID11110,like,Electronics,488.77,1,488.77,d3e86467-9599-4822-beda-b562215d1ce7,50,Male,2024-01-13,12:19:38,46-60,2024,1,January,1,Saturday,12,11110
OrderID11111,media,Books,150.55,10,1505.5,1d9d5b32-e82f-4c41-b642-42b9aea12a22,62,Female,2024-05-12,14:24:54,60+,2024,5,May,2,Sunday,14,11111
OrderID11112,tax,Home & Garden,707.52,3,2122.56,7075e8eb-cbe4-414b-acf6-7d72bf8b1dcd,20,Male,2024-03-27,15:51:03,18-30,2024,3,March,1,Wednesday,15,11112
OrderID11113,available,Electronics,496.5,4,1986.0,bf863629-544e-4292-8f63-1cd7f06c536f,21,Male,2024-02-11,11:32:23,18-30,2024,2,February,1,Sunday,11,11113
OrderID11114,girl,Toys,120.73,3,362.19,90612061-6b66-4953-b751-63db0127a058,36,Female,2024-01-08,15:04:00,31-45,2024,1,January,1,Monday,15,11114
OrderID11115,answer,Toys,422.06,1,422.06,8393c562-ea1e-45d8-96cd-02e1cda0d538,56,Female,2024-02-05,16:17:20,46-60,2024,2,February,1,Monday,16,11115
OrderID11116,right,Home & Garden,926.76,3,2780.28,bd28ec18-8bbd-4d94-9f40-fbf7074ad82c,21,Male,2024-04-08,08:00:47,18-30,2024,4,April,2,Monday,8,11116
OrderID11117,contain,Home & Garden,472.77,1,472.77,b8202f4d-fb56-4ccc-a60b-ce15ba84125d,50,Female,2024-01-17,11:15:46,46-60,2024,1,January,1,Wednesday,11,11117
OrderID11118,fact,Toys,940.73,10,9407.3,eab19343-3f4a-494b-a611-77bf17653b63,52,Male,2024-04-02,17:50:01,46-60,2024,4,April,2,Tuesday,17,11118
OrderID11119,speech,Clothing,101.28,5,506.4,cc720d7f-eadf-47a7-abba-0fde14cfe9a4,33,Male,2024-01-19,01:39:57,31-45,2024,1,January,1,Friday,1,11119
OrderID11120,single,Toys,184.47,4,737.88,af1063f7-edc6-4854-ade5-3a98d713b446,70,Female,2024-05-26,07:55:13,60+,2024,5,May,2,Sunday,7,11120
OrderID11121,meet,Toys,540.05,5,2700.25,f4cdf240-fd27-496a-8f99-da1d9d053628,52,Female,2024-02-14,00:55:51,46-60,2024,2,February,1,Wednesday,0,11121
OrderID11122,various,Clothing,824.06,4,3296.24,e2d14f30-ee4e-4e84-9ec0-cedb52974cc9,21,Female,2024-05-23,08:38:09,18-30,2024,5,May,2,Thursday,8,11122
OrderID11123,Congress,Home & Garden,816.3,9,7346.7,64d57089-12be-41e3-aef7-1d6826ad4b6a,59,Male,2024-05-27,07:29:38,46-60,2024,5,May,2,Monday,7,11123
OrderID11124,skin,Home & Garden,180.08,7,1260.56,f328c109-5393-4d6d-9bfa-aa31472b7051,34,Female,2024-02-26,00:04:08,31-45,2024,2,February,1,Monday,0,11124
OrderID11125,fill,Clothing,529.09,2,1058.18,82f2ed33-c63a-457b-ad6a-6a5033546eab,49,Male,2024-01-16,00:07:09,46-60,2024,1,January,1,Tuesday,0,11125
OrderID11126,claim,Books,171.24,9,1541.16,b4565ff2-5256-4e3d-bfab-5abaa452c15e,70,Male,2024-01-04,07:38:01,60+,2024,1,January,1,Thursday,7,11126
OrderID11127,positive,Books,192.63,2,385.26,cb66fcef-2963-45aa-8515-99c21ede5b3c,27,Female,2024-03-17,18:24:39,18-30,2024,3,March,1,Sunday,18,11127
OrderID11128,near,Home & Garden,656.58,1,656.58,524b74bc-acc7-4aef-80ee-ceadada74694,30,Female,2024-01-11,05:16:40,18-30,2024,1,January,1,Thursday,5,11128
OrderID11129,eye,Home & Garden,964.48,4,3857.92,991dae8f-e61d-49a6-bb9d-a86d88598c09,65,Female,2024-05-20,15:10:59,60+,2024,5,May,2,Monday,15,11129
OrderID11130,magazine,Books,964.77,6,5788.62,804ea565-7322-4e32-ac79-3cb562b86641,27,Female,2024-04-02,13:34:14,18-30,2024,4,April,2,Tuesday,13,11130
OrderID11131,throughout,Home & Garden,247.57,6,1485.42,147f5400-5a70-4881-9910-fd8355474d1f,57,Female,2024-01-31,03:26:56,46-60,2024,1,January,1,Wednesday,3,11131
OrderID11132,attention,Electronics,107.5,10,1075.0,5aebb77a-4716-4bcc-95e1-c5c8ff2a2401,35,Female,2024-01-19,06:12:24,31-45,2024,1,January,1,Friday,6,11132
OrderID11133,air,Home & Garden,114.21,2,228.42,cf84747b-7015-4c67-8ae1-866f76c71ed7,26,Female,2024-01-06,18:43:01,18-30,2024,1,January,1,Saturday,18,11133
OrderID11134,traditional,Electronics,446.76,10,4467.6,90e1dec7-d56d-4095-b2cd-eed38e7e4edf,68,Male,2024-02-16,00:57:10,60+,2024,2,February,1,Friday,0,11134
OrderID11135,source,Home & Garden,667.32,1,667.32,0cb8fb45-af85-495b-b1de-b721c9b908aa,38,Female,2024-02-27,01:08:59,31-45,2024,2,February,1,Tuesday,1,11135
OrderID11136,song,Books,251.86,9,2266.74,dce90b87-bbe5-4cab-a990-97ef72156a1f,20,Female,2024-01-26,02:57:33,18-30,2024,1,January,1,Friday,2,11136
OrderID11137,capital,Clothing,281.0,10,2810.0,78c90335-6bd3-4080-96d5-0fc656e2413f,56,Female,2024-01-10,01:06:40,46-60,2024,1,January,1,Wednesday,1,11137
OrderID11138,color,Electronics,708.27,1,708.27,00dacf19-4ff3-4b99-b275-9b26568fbcdf,63,Female,2024-03-06,13:02:30,60+,2024,3,March,1,Wednesday,13,11138
OrderID11139,center,Home & Garden,401.36,3,1204.08,13df4f7c-e574-4bff-a9ca-0b8799a08acb,68,Male,2024-04-27,03:08:12,60+,2024,4,April,2,Saturday,3,11139
OrderID11140,pay,Books,149.32,7,1045.24,fd91fb32-4560-4bea-bfe3-bf01f3fa1eba,59,Female,2024-02-11,03:36:48,46-60,2024,2,February,1,Sunday,3,11140
OrderID11141,product,Clothing,856.16,1,856.16,8a2f4133-6cd2-4f51-9d3f-c32dbc6e4c23,49,Female,2024-01-05,05:53:31,46-60,2024,1,January,1,Friday,5,11141
OrderID11142,run,Books,153.31,10,1533.1,db23d54d-6002-4785-9a1c-93fa8cabd055,69,Female,2024-03-03,09:46:57,60+,2024,3,March,1,Sunday,9,11142
